id,text,split
3599769,"Okay, so today and yesterday have been clouded with schizophrenia. Not to mention that I now have a new illness to nurse: ADD. I mean how many mental illness can this girl get at once. While these are only self diagnosed, by a future psychologist I feel the need to have an intervention with myself. I mean one minute sad, one happy, one hopeless, one full of life and hope, one suicidal, one loving life, one angry, one non-chalant. SOMEone save me from me. So while yesterday was day three of BOOTCAMP for the brokenhearted I've kept my word, one phone call per day. And I have successfully have not initiated an outing. But yesterday I did see him and had Starbucks. It was just like old times until the rain clouds rained on my silent parade. And like Gollum, I had one evil little me beside me telling me to tell him to leave him nice and good, he doesn't love you. And the calmer version of me saying Nope, I am not a quitter and this is what I CHOOSE to fight for. Until of course I wash my hands clean of him. Which I might never do. God, help me. I've been reading LUCKY by Alice Seebold, just finished actually I had read Lovely Bones and once I like an author I keep reading what they write. Lucky is a tragic story bringing me back to where my reality meets real reality. Telling myself to quit being selfish and realize that your problems are zilch in scale to those who have been victims of crime. Or those with real recognizable problems. So to everyone whose heart aches like mine and to those whose heartache I will never understand-a moment of silence.",train
1374061,"So last night I saw Bushie & that gom Rumsfeld basically leering and the entire world; the smuggest, most evil and sly creatures to ever wriggle out of the rot-wood of greed.  If I could have the ear of all Americans, I would say this; Look! Look now! Your (restricted) democratic system only allows for 2 parties. The leaders of those parties only get to where they are by having money, big money, and by promising others the chances of getting even more of it. You are now ruled by the most ruthless of people who can only have the interests of their bank-rollers, period. American government is now too privatised - it's only about personal gain. The ideas of leadership are totally gone - the most vicious beast gets to the top.  The same was true in Iraq - a dictator and his two sons got it all by fear, control, extortion and torture. The cruelty of that torture was infamy itself. Now The President of The United States of America is publically thanking the Secretary of Defense for showing the same level of brutality. It's hardly been 1 year. And no-one, NO-ONE is looking around saying 'we all know there was no valid 'War On Terror' to be fought in Iraq.' No-one is saying 'this was for oil, not 'thank you, Secretary of Defence, for defending our country (by allowing low-level soldiers to torture low-level Iraqis)'.  It's all over. So let's just be sure we all know where we all stand when presidents stand tall, and people stand low.",train
3956858,"We arrive in Tokyo, wait in 30-45min. line at Immigration, after 25min. Little Japanese guy comes by calling our names, takes us to the front of the line so we can make our connection. Get through Immigration to baggage claim, I don't see my bag anywhere, not good. Little guy tells me to go to United baggage claim counter, as I watch my fellow crew members claim their bags and walk through Customs. Fill out paperwork at United counter, I'm promised my bag will arrive tomorrow. Another little guy runs me over to Customs officer. They whisk me through and luckily I see my comrades on other side (they lost someone else's bag too, so I don't feel so bad. We board a bus for the 1hr. drive to Tokyo-Haneda Airport for our flight to Sapporo. And I thought Chicago was bad.  Arrive at Haneda and Yoko from Mr. Udo's crew checks us in with Japan Airlines. Mr. Udo is  a famous Japanese promoter. Everyone is very nice and they even give us 1000yen ($10) for being inconvenienced. Wow. We board our flight for Sapporo, it's very empty and the flight is uneventful.  Arrive in Sapporo, it's raining of course, get on a bus for the 45min. ride to the hotel. Isn't anything near by in this country? Get to hotel, it is now almost 11pm. We all spot a 7-11 and after dropping our bags, we head there for a Cup of Noodle and Japanese snacks (gotta spend that 1000yen). Noodles are good. I will now try to read and then sleep.",train
1976124,"I actually left the house today.  I went to St. Matthews Mall.  It is one of my favorite malls because it has my name on it.  I walked the length of the mall about 4 times before I decided to look at one of those maps.  I haven't been in that mall in a few years so I had no idea where anything was.  I actually thought it would be easier to look around and find what I was looking for.  I was looking for the FYE store because they had The Simpsons season 1, 2, and 3 for $14.99 each.  I finally found it along an entrance.  Silly me, I thought they only put non-shopping type places down those.  Maybe a bank, haircut place, or sit-down restaurant.  OK, maybe I'm a bit frustrated because I walked past one of those maps on my way in and thought, 'Man, I don't wanna be one of those mall noobs who check those things out.  I'll find it.  I must not advertise myself to the opposite sex as a man who can't find his way around a mall.  Especially the closest mall to his house.'  So anyways, I get to FYE and get my DVDs and ask nicely if they have the $5 rebate that goes with them.  He tells me that they don't and that Coconuts(also owned by their parent company) doesn't either.  This is right after he tells me how much he paid for the same DVDs(alot more).  So I don't complain and assume he is right(after all it's a great deal).  Well, guess what?  I'll tell you later, hehe.  After that... experience, I went to the Cherry Bomb(vintage clothing store) to check out their duds.  I should say that I tried to go there.  It took me 3 passes to get back on the interstate.  I need to quit getting in the other lane because it is shorter and I 'might' be able to get to where I want to go.  It works sometimes, I swear.  So I passed up the Cherry Bomb twice because I don't really know where it's at on Bardstown Rd.  There's nothing much that I had to have there so I jet outta there.  I start heading home and I get the urge for some Qdoba(Chipotle with a larger menu).  So I go to the Summit (Rookwood for you Cincinnatians) and guess what's across from Qdoba?  That's right, a Coconut's Music.  I eat my fajita burito (which is fabulous!!) and head over to Coconut's.  I walk in and first thing I see is an advert for The Simpson's DVDs for $9.99 after rebate.  So I ask the guy if they have the rebates in and if they are good if you bought them at FYE.  He says yes and no in that order which somewhat infuriates me because I'm pretty sure that they are good at any of those stores.  So I leave half tempted to buy them there and return the other ones.  Of course I don't and head home where I find a copy(you can't use a copy BTW) on the internet and I was right.  I believe you also need separate reciepts(which I don't) too.  Anyway, I gave up on the matter and just decided to enjoy the DVDs at a pretty exceptional price.  That's pretty much my day or 3 hours or so of it. Hope yours was good.",train
3456634,"Ha, I think today will be one of those days where I write an incredible amount. You know why? Because I am nervous, scared, and most of all confused. I figured out what I am going to do with Tori, but I just can't figure myself out. I am confusing, Tori is right. I mean, I should know myself and I can't? I have three little letters for myself WTF. Ohh man, I am such a loser, it is so funny, it is fucking hilarious. Ha, I feel sort of bad for Vinny though, I heard that he got an earful about this issue this morning, but ohh well, I think this is for the better. At least I have figured some things out and I am taking real steps into adulthood, I am not regressing as I was. I am saying good bye to being a little kid, and I am accepting adulthood, no matter how much it sucks. So, while I am confused like I am right now I will probably write a lot. I don't know about what but I have a feeling I will average 20 posts a week soon. Maybe I write too much, I should get a real hobby like being a shouvenistic pig. (j/k) I think I should start doing something important in my life, something that will not only affect me, but the entire world. I want to make a difference. I want to be something. We shall see how that goes, although I really do hope that Tori wants to be friends with me, I have a really good time hanging out with her, and I want to continue to hang out with her. Ohh and I actually said something smart last month. (I know, I'm amazed too.) 'Then I realized that Tori doesn't love me, I know that, and that if I can buy her love, I don't want that love. No matter how much I love to see her happy, that isn't a good thing to get her used to.' Well I am done for now. I shall post later today, an update on how the new asshole ripping went.",train
2671873,"Hey All!  I am sure I have lost some viewers along the way since my posts are now few and far between.  I have been sooo busy with work and catching up on sleep that when I do check my email writing on my blog just takes too much time.    Life in N. Ireland is good.  I was recently accepted to a graduate programme that is a 35 week internship/placement all paid.  I just have to find a company to work for.  It starts in October and I could end up in Asia, Australia, America, Canada, or somewhere in the Middle East.  God only knows.  But I made it this far which is a feat.  I have had to do an application, assessment with group work and now have to interview with individual companies.  I also have to start my dissertation before I head back state side in September.  For all of you Americanos there in the states I am gonna be in  Seattle at the end of Sept.  I would love to meet up.  Other than that I am just working insane hours at the Strand Bar here in Derry and trying to get back in shape after my marathon...I have only been running 3 times sine it ended...YIKES!    Well that is my life sorry I haven't been updating more often.",train
3082624,"urlLink      urlLink maybe Beckham isn't such a bad guy after all..  { save target as }  urlLink rock, paper, SADDAM!   urlLink EVERY SINGLE ONE OF THEM HANDS BELONGS TO AN AZN    urlLink damn thats hot   urlLink monkey style   urlLink unfuckingbelievable   urlLink that what I eat for breakfast..   urlLink nice   urlLink now thats a pimpin' gun    urlLink haha of the day   urlLink the google of porn   urlLink stupid ass 5 yr old   urlLink HI res Lindsay Lohan   ------------------------ Three whores decide to see who has the biggest snatch. They get naked, and start fingering themselves and each other.   After a few minutes, the first one squats on a glass top table, and then they measure the slimy outline she leaves.   The second one then squats on the table, and then they measure the slimy outline she leaves, which is even bigger.   The third one squats on the table, but when she stands back up, the first whore says, 'You didn't leave an outline.'   She says, 'Smell the rim.'",train
2299621,"Today is Monday. It rained. And some boring radio dj played a Carpenter's song with these lines: 'rainy days on mondays always get me down...' I cringed. How much more clichè can this day get?   At 8pm I waited for a colleague in a public plaza (don't ask me why our rendezvous was a public plaza...maybe to emphasize the point that we are just colleagues?) and of course, it began to rain. I transferred to a makeshift restaurant, such as one found sprouting in all sorts of public places when it gets dark enough. And I watched as the rainwater level on the sidewalk get higher... and higher... which was a normal hellish little thing in my country.    I ignored the semi-flood and pretended to read some Japanese literature while taxi drivers, jeepney drivers and all sorts of persons thronged the restaurant as they tried to harangued the resto owner-cum-cook-cum-cashier-cum-all-around-boy-friday into some sort of a magician's dance as he served the whole of us rice, stewed fish, chicken adobo and Mountain Dew (the only soda he had on hand). All at the same time. I think he cooked in between. I could learn a thing or two on the art of multi-tasking from this guy. He was almost god. A sweaty and harassed god. A multi-tasking, sweaty and harassed god.  Anyway, the point of this story? The point is that the colleague was late and I was forced to read some Japanese literature in the middle of makeshift resto with the radio blasting some slushy Carpenter's song on rainy mondays while floodwater is rising.  How much more  urlLink cosmic  can  that  get?  A happy note: Today I bought 5 books,   Star Wars: Rogue Planet  by Greg Bear  Dune Messiah  by Frank Herbert  Human Evolution: Physical Anthropology and the Origin of Man  by Gabriel W. Lasker  Exploring the Cosmos  (3rd Edition) by Louis Berman & J.C. Evans  and, (because I'm a masochist)   An Anthology of Japanese Literature   from the earliest era to the mid-19th century   Today is heavy intellectual shit. Other days, I would like to get something from Nancy Friday or Harold Robbins (so yeah my idea of trash is preteen, sue me).",train
2920122,"lots more about the twenty-tongued EU in the news today. from tomorrow, it's an amorphous beast. hurrah.  and there's a really interesting article about the translation of a Canadian book for kids, Mmmm cookies, into  Ojibwa . The rights were given for free, in order to try and help preserve the Ojibwa language. Apparently, when a language starts to die, one of the first things to go is children's literature... the article doesn't explain why, and i don't really understand why because you'd think that the orality of kid's stories would at least keep them alive a little longer than sweeping wuthering-heights style novels.  the canadians are doing quite a lot to try and keep this language alive, and have several immersion programs in which these books will be used.  i feel ashamed. i had never heard of obijwa until today.  also, i'm cutting and pasting the article because it's only available through lexis-nexis: The Leader-Post (Regina, Saskatchewan) April 30, 2004 Friday Final Edition   SAULT STE. MARIE, Ont. (CP) -- The Ojibwa translation of Robert Munsch's book Mmm Cookies -- or Mmm Pkwezhgaanhsak -- was launched with a 'clang, clang, rattle-bing-bang' at Sault College of Applied Arts and Technology.   It's the first of three published and seven unpublished works by the children's author that the community college was given permission to translate at no cost.  Giving away the rights for the translation helps preserve a First Nations language, Munsch said this week as he helped get the book's launch underway.  Two of his books have already been published in Mohawk, but Munsch said it can be an uphill battle when children are surrounded by a 'sea of English.'  'When a language starts to die, one of the first things that dies are kids' stories, because people think they're trivial,' Munsch said.  Students from Sault Ste. Marie's three school boards were invited to fill the gym as Munsch and retired Sault College aboriginal counsellor Barb Nolan read from the newly translated story in both English and Ojibwa.  The children went from listening raptly, as an animated Munsch told a few of his tales, to shouting along with the popular refrain from Mortimer, the Guelph-based writer's first story about a boy who refuses to go to sleep.  Josephine Pelletier, of Wikwemikong Unceded First Nation on Manitoulin Island, provided the translation for Mmm Pkwezhgaanhsak, and has already finished translations of two more books: We Share Everything and Andrew's Loose Tooth.  The translated books will be used for Sault College's new Ojibwa immersion program, and could be shipped out to other Ontario schools which run similar immersion programs.",train
1878430,"urlLink THE BRAIN - REA   'John McGeoch, inventive and influential guitarist for post-punk luminaries Magazine, Siouxsie and the Banshees and Public Image Limited, passed away in his sleep on March 5th aged 48. Having met Howard Devoto in 1977 as he was departing the Buzzcocks, McGeoch became a founding member of Magazine and many memorable riffs are featured on their first three albums Real Life, Secondhand Daylight and The Correct Use of Soap. By 1980 he was moonlighting with Visage and Siouxsie and the Banshees and went on to largely affect three of the latter's most lauded albums, Kaleidoscope, Juju and Kiss In The Dream House. In late 1982 McGeoch suffered a breakdown and was subsequently hospitalized and replaced in the Banshees by The Cure's Robert Smith. In the mid-80s he formed The Armoury Show with ex-members of The Skids, appeared on two solo debuts (Peter Murphy's Should The World Fail To Fall Apart and Matthew Sweet's Inside) and, finally, joined Public Image Limited. He became their longest serving member barring John Lydon and helped to re-invent Pil into a 'rock' band with Happy?, 9 and That What Is Not. By 1993 Pil dissipated and McGeoch returned to England from Los Angeles where he continued making music in various low key or unfinished projects. In 1995 he became a qualified nurse but chose not to follow the profession and lately had been writing music for television. John McGeoch is survived by partner Sophie and daughter Emily.'",train
